Module,Reaction,url,KOs,Rule,Review comment,reaction_orthology,module_orthology,module_definition
M00357,R00235,https://www.genome.jp/dbget-bin/www_bget?rn:R00235,"K01913,K01895","K01913,K01895",Reviewed by SM. Acetate:CoA ligase (AMP-forming),"{'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1]', 'K01913': 'acetate/butyrate---CoA ligase [EC:6.2.1.1 6.2.1.2]'}","{'K00925': 'acetate kinase [EC:2.7.2.1] [RN:R00315]', 'K00625': 'phosphate acetyltransferase [EC:2.3.1.8] [RN:R00230]', 'K01895': 'acetyl-CoA synthetase [EC:6.2.1.1] [RN:R00235]', 'K00193+K00197+K00194': 'acetyl-CoA decarbonylase/synthase complex [EC:2.3.1.-] [RN:R09096]', 'K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584': 'tetrahydromethanopterin S-methyltransferase [EC:2.1.1.86] [RN:R04347]', 'K00399+K00401+K00402': 'methyl-coenzyme M reductase [EC:2.8.4.1] [RN:R04541]', 'K22480+K22481+K22482': 'heterodisulfide reductase 1 [EC:1.8.7.3] [RN:R11931]', 'K03388+K03389+K03390': 'heterodisulfide reductase 2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6] [RN:R11928 R11931 R11943 R11944]', 'K08264+K08265': 'heterodisulfide reductase [EC:1.8.98.1] [RN:R04540]', 'K14126+K14128': 'F420-non-reducing hydrogenase [EC:1.8.98.5] [RN:R11943]', 'K14127': 'F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.8.98.5 1.8.98.6] [RN:R11943 R11944]', 'K22516+K00125': 'formate dehydrogenase (coenzyme F420) [EC:1.8.98.6] [RN:R11944]'}","((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"
M00376,R00237,https://www.genome.jp/dbget-bin/www_bget?rn:R00237,"K18292,K08691","K18292,K08691",Reviewed by SM.,"{'K08691': 'malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]', 'K18292': '(S)-citramalyl-CoA lyase [EC:4.1.3.25]'}","{'K01961,K01962,K01963': 'acetyl-CoA carboxylase carboxyl transferase [EC:6.4.1.2] [RN:R00742]', 'K02160': 'acetyl-CoA carboxylase biotin carboxyl carrier protein [RN:R00742]', 'K14468': 'malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298] [RN:R00740 R09289] ', 'K14469': 'acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36] [RN:R09286 R03045 R00919] ', 'K15052': 'propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859] ', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01847,K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K14471,K14472': 'succinyl-CoA:(S)-malate CoA transferase [EC:2.8.3.-] [RN:R00406]', 'K00239,K00240,K00241': 'succinate dehydrogenase [EC:1.3.5.1] [RN:R02164]', 'K01679': 'fumarate hydratase [EC:4.2.1.2] [RN:R01082]', 'K08691': 'malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25] [RN:R00473 R00934 R00237]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K14470': '2-methylfumaryl-CoA isomerase [EC:5.4.1.3] [RN:R09283]', 'K09709': '3-methylfumaryl-CoA hydratase [EC:4.2.1.153] [RN:R09282]'}","(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"
M00087,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00232': 'acyl-CoA oxidase [EC:1.3.3.6] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]', 'K00249': 'acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]', 'K00255': 'long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]', 'K06445': 'acyl-CoA dehydrogenase [EC:1.3.99.-] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]', 'K09479': 'very long chain acyl-CoA dehydrogenase [EC:1.3.8.9] [RN:R01279 R03990 R03857 R04754 R03777 R04751 R01175]', 'K01692,K07511,K13767': 'enoyl-CoA hydratase [EC:4.2.1.17] [RN:R04738 R04740 R04170 R04744 R04746 R04749 R03026]', 'K00022,K07516': '3-hydroxyacyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R04737 R04739 R04741 R04743 R04745 R04748 R01975]', 'K01825,K01782': '3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]', 'K07514': 'enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase [EC:4.2.1.17 1.1.1.35 5.3.3.8] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]', 'K07515': 'enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]', 'K10527': 'enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35 1.1.1.211] [RN:R04738 R04737 R04740 R04739 R04170 R04741 R04744 R04743 R04746 R04745 R04749 R04748 R03026 R01975]', 'K00632,K07513,K07508,K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16] [RN:R03991 R03858 R04742 R03778 R04747 R01177 R00238]'}","(K00232,K00249,K00255,K06445,K09479) (((K01692,K07511,K13767) (K00022,K07516)),K01825,K01782,K07514,K07515,K10527) (K00632,K07508,K07509,K07513)"
M00088,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]', 'K01641': 'hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978]', 'K01640': 'hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4] [RN:R01360]', 'K00019': '3-hydroxybutyrate dehydrogenase [EC:1.1.1.30] [RN:R01361]', 'K01574': 'acetoacetate decarboxylase [EC:4.1.1.4] [RN:R01366]'}",K00626 K01641 K01640 K00019 K01574
M00095,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]', 'K01641': 'hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978]', 'K00021': '3-hydroxy-3-methylglutaryl-CoA reductase [EC:1.1.1.34] [RN:R02082]', 'K00869': 'mevalonate kinase [EC:2.7.1.36] [RN:R02245]', 'K00938,K13273': 'phosphomevalonate kinase [EC:2.7.4.2] [RN:R03245]', 'K01597': 'diphosphomevalonate decarboxylase [EC:4.1.1.33] [RN:R01121]', 'K01823': 'isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2] [RN:R01123]'}","K00626 K01641 K00021 K00869 (K00938,K13273) K01597 K01823"
M00373,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]', 'K00023': 'acetoacetyl-CoA reductase [EC:1.1.1.36] [RN:R01977]', 'K17865': '3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55] [RN:R03027]', 'K14446': 'crotonyl-CoA carboxylase/reductase [EC:1.3.1.85] [RN:R09291]', 'K14447': 'ethylmalonyl-CoA mutase [EC:5.4.99.63] [RN:R09292]', 'K14448': '(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12] [RN:R09293]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K08691': 'malyl-CoA lyase [EC:4.1.3.24] [RN:R00934 R00473]', 'K14451': '(3S)-malyl-CoA thioesterase [RN:R10612]', 'K01965+K01966': 'propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]', 'K05606': 'methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765 R09979]', 'K01847': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]'}",K00626 K00023 K17865 K14446 K14447 K14448 K14449 K08691 K14451 K01965+K01966 K05606 K01847
M00374,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00169,K00170,K00171,K00172': 'pyruvate ferredoxin oxidoreductase [EC:1.2.7.1] [RN:R01196]', 'K01007': 'pyruvate, water dikinase [EC:2.7.9.2] [RN:R00199]', 'K01595': 'phosphoenolpyruvate carboxylase [EC:4.1.1.31] [RN:R00345]', 'K00024': 'malate dehydrogenase [EC:1.1.1.37] [RN:R00342]', 'K01677,K01678': 'fumarate hydratase [EC:4.2.1.2] [RN:R01082]', 'K00239,K00240,K00241,K18860': 'succinate dehydrogenase / fumarate reductase [EC:1.3.5.1 1.3.5.4] [RN:R02164]', 'K01902,K01903': 'succinyl-CoA synthetase [EC:6.2.1.5] [RN:R00405]', 'K15038,K15017': 'succinyl-CoA reductase [EC:1.2.1.76] [RN:R09280]', 'K14465': 'succinate semialdehyde reductase (NADPH) [EC:1.1.1.-] [RN:R09281]', 'K14467,K18861': '4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]', 'K14534': '4-hydroxybutyryl-CoA dehydratase [EC:4.2.1.120] [RN:R10782]', 'K15016': '3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]', 'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]'}","(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861) K14534 K15016 K00626"
M00375,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K01964,K15036': 'acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3] [RN:R00742 R01859]', 'K15037': 'biotin carboxyl carrier protein [RN:R00742 R01859]', 'K15017': 'malonyl-CoA reductase (NADPH) [EC:1.2.1.75] [RN:R00740]', 'K15039': '3-hydroxypropionate dehydrogenase (NADP+) [EC:1.1.1.298] [RN:R09289]', 'K15018': '3-hydroxypropionyl-coenzyme A synthetase [EC:6.2.1.36] [RN:R09286]', 'K15019': '3-hydroxypropionyl-coenzyme A dehydratase [EC:4.2.1.116] [RN:R03045]', 'K15020': 'acryloyl-coenzyme A reductase [EC:1.3.1.84] [RN:R00919]', 'K05606': 'methylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]', 'K01848,K01849': 'methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]', 'K15038,K15017': 'succinyl-coA reductase [EC:1.2.1.76] [RN:R09280]', 'K14465': 'succinate semialdehyde reductase [EC:1.1.1.-] [RN:R09281]', 'K14466,K18861': '4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40] [RN:R09279]', 'K14534': '4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3] [RN:R10782]  ', 'K15016': '3-hydroxybutyryl-CoA dehydratase / 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.35] [RN:R03026 R01975]', 'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]'}","(K01964+K15037+K15036) K15017 K15039 K15018 K15019 K15020 K05606 (K01848+K01849) (K15038,K15017) K14465 (K14466,K18861) K14534 K15016 K00626"
M00849,R00238,https://www.genome.jp/dbget-bin/www_bget?rn:R00238,"K07513,K07508,K00632,K00626,K07509","K07513,K07508,K00632,K00626,K07509",Reviewed by SM.,"{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9]', 'K00632': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07508': 'acetyl-CoA acyltransferase 2 [EC:2.3.1.16]', 'K07509': 'acetyl-CoA acyltransferase [EC:2.3.1.16]', 'K07513': 'acetyl-CoA acyltransferase 1 [EC:2.3.1.16]'}","{'K00626': 'acetyl-CoA C-acetyltransferase [EC:2.3.1.9] [RN:R00238]', 'K01641': 'hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10] [RN:R01978]', 'K00021': 'hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34] [RN:R02082]', 'K00054': 'hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88] [RN:R02081]', 'K00869': 'mevalonate kinase [EC:2.7.1.36] [RN:R02245]', 'K17942': 'phosphomevalonate decarboxylase [EC:4.1.1.99] [RN:R10561]', 'K18689': 'mevalonate-3-kinase [EC:2.7.1.185] [RN:R10779]', 'K18690': 'mevalonate-3-phosphate-5-kinase [EC:2.7.1.186] [RN:R10780]', 'K22813': 'bisphosphomevalonate decarboxylase [EC:4.1.1.110] [RN:R10781]', 'K06981': 'isopentenyl phosphate kinase [EC:2.7.4.26] [RN:R10093]', 'K01823': 'isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2] [RN:R01123]'}","K00626 K01641 (K00021,K00054) ((K00869 K17942),(K18689 K18690 K22813)) K06981 K01823"
M00740,R00248,https://www.genome.jp/dbget-bin/www_bget?rn:R00248,"K00266,K00262,K00265,K00261","K00261,K00262,K00265+K00266","Reviewed by SM. EC 1.4.1.13, the subunits are encoded by the genes gltB and gltD; doi.org/10.1007/s00438-003-0951-y","{'K00261': 'glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]', 'K00262': 'glutamate dehydrogenase (NADP+) [EC:1.4.1.4]', 'K00265': 'glutamate synthase (NADPH) large chain [EC:1.4.1.13]', 'K00266': 'glutamate synthase (NADPH) small chain [EC:1.4.1.13]'}","{'K01647': 'citrate synthase [EC:2.3.3.1] [RN:R00351]', 'K01681': 'aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]', 'K00031': 'isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268]', 'K00261': 'glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] [RN:R00248]', 'K19268,K01846': 'methylaspartate mutase epsilon subunit [EC:5.4.99.1] [RN:R00262]', 'K04835': 'methylaspartate ammonia-lyase [EC:4.3.1.2] [RN:R03696]', 'K19280': 'succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26] [RN:R10904]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K19281': 'beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24] [RN:R00934]', 'K19282': 'bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]', 'K00024': 'malate dehydrogenase [EC:1.1.1.37] [RN:R00342]'}",K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024
M00740,R00262,https://www.genome.jp/dbget-bin/www_bget?rn:R00262,"K01846,K19268",R00262+K19268,Reviewed by SM.,"{'K01846': 'methylaspartate mutase sigma subunit [EC:5.4.99.1]', 'K19268': 'methylaspartate mutase epsilon subunit [EC:5.4.99.1]'}","{'K01647': 'citrate synthase [EC:2.3.3.1] [RN:R00351]', 'K01681': 'aconitate hydratase [EC:4.2.1.3] [RN:R01325 R01900]', 'K00031': 'isocitrate dehydrogenase [EC:1.1.1.42] [RN:R01899 R00268]', 'K00261': 'glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3] [RN:R00248]', 'K19268,K01846': 'methylaspartate mutase epsilon subunit [EC:5.4.99.1] [RN:R00262]', 'K04835': 'methylaspartate ammonia-lyase [EC:4.3.1.2] [RN:R03696]', 'K19280': 'succinyl-CoA:mesaconate CoA transferase [EC:2.8.3.26] [RN:R10904]', 'K14449': '2-methylfumaryl-CoA hydratase [EC:4.2.1.148] [RN:R05076]', 'K19281': 'beta-methylmalyl-CoA/(S)-malyl-CoA lyase [EC:4.1.3.24] [RN:R00934]', 'K19282': 'bifunctional (S)-malyl-CoA lyase/thioesterase [EC:4.1.3.24 3.1.2.30] [RN:R00473 R10612]', 'K00024': 'malate dehydrogenase [EC:1.1.1.37] [RN:R00342]'}",K01647 K01681 K00031 K00261 K19268+K01846 K04835 K19280 K14449 K19281 K19282 K00024
M00030,R00271,https://www.genome.jp/dbget-bin/www_bget?rn:R00271,"K01655,K10977,K02594","K01655,K10977,K02594",Reviewed by SM. homocitrate synthase ,"{'K01655': 'homocitrate synthase [EC:2.3.3.14]', 'K02594': 'homocitrate synthase NifV [EC:2.3.3.14]', 'K10977': 'methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]'}","{'K01655': 'homocitrate synthase [EC:2.3.3.14] [RN:R00271]', 'K17450': 'homoaconitase [EC:4.2.1.-] [RN:R03444]', 'K01705': 'homoaconitate hydratase [EC:4.2.1.36] [RN:R04371]', 'K05824': 'homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]', 'K00838': '2-aminoadipate transaminase [EC:2.6.1.39] [RN:R01939]', 'K00143': 'L-2-aminoadipate reductase [EC:1.2.1.95] [RN:R03098 R04863 R04390]', 'K00293,K24034': 'saccharopine dehydrogenase (NADP+, L-glutamate forming) [EC:1.5.1.10] [RN:R02315]', 'K00290': 'saccharopine dehydrogenase, L-lysine forming [EC:1.5.1.7] [RN:R00715]'}","K01655 K17450 K01705 K05824 K00838 K00143 (K00293,K24034) K00290"
M00433,R00271,https://www.genome.jp/dbget-bin/www_bget?rn:R00271,"K01655,K10977,K02594","K01655,K10977,K02594",Reviewed by SM.,"{'K01655': 'homocitrate synthase [EC:2.3.3.14]', 'K02594': 'homocitrate synthase NifV [EC:2.3.3.14]', 'K10977': 'methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]'}","{'K01655': 'homocitrate synthase [EC:2.3.3.14] [RN:R00271]', 'K17450,K01705,K16792,K16793': 'homoaconitase [EC:4.2.1.- 4.2.1.36 4.2.1.114] [RN:R03444 R04371 R09720]', 'K05824': 'homoisocitrate dehydrogenase [EC:1.1.1.87] [RN:R01934]'}","K01655 (K17450 K01705,K16792+K16793) K05824"
M00608,R00271,https://www.genome.jp/dbget-bin/www_bget?rn:R00271,"K01655,K10977,K02594","K01655,K10977,K02594",Reviewed by SM.,"{'K01655': 'homocitrate synthase [EC:2.3.3.14]', 'K02594': 'homocitrate synthase NifV [EC:2.3.3.14]', 'K10977': 'methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-]'}","{'K10977': 'methanogen homocitrate synthase [EC:2.3.3.14 2.3.3.-] [RN:R00271 R08331 R08332]', 'K16792+K16793': 'methanogen homoaconitase large subunit [EC:4.2.1.114] [RN:R03444 R04371 R09720 R10392 R10393 R10391 R10395 R10396 R10394]', 'K10978': 'methanogen homoisocitrate dehydrogenase [EC:1.1.1.87 1.1.1.-] [RN:R01934 R08214 R08215]'}",K10977 K16792+K16793 K10978
M00129,R00289,https://www.genome.jp/dbget-bin/www_bget?rn:R00289,"K00963,K12447,K22920","K00963,K12447,K22920",Reviewed by SM.,"{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]', 'K12447': 'UDP-sugar pyrophosphorylase [EC:2.7.7.64]', 'K22920': 'UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]'}","{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]', 'K00012': 'UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]', 'K00699': 'glucuronosyltransferase [EC:2.4.1.17] [RN:R01383]', 'K01195': 'beta-glucuronidase [EC:3.2.1.31] [RN:R01478]', 'K00002': 'alcohol dehydrogenase (NADP+) [EC:1.1.1.2] [RN:R01481]', 'K01053': 'gluconolactonase [EC:3.1.1.17] [RN:R02933]', 'K00103': 'L-gulonolactone oxidase [EC:1.1.3.8] [RN:R03184 R10053]'}",K00963 K00012 K00699 K01195 K00002 K01053 K00103
M00549,R00289,https://www.genome.jp/dbget-bin/www_bget?rn:R00289,"K00963,K12447,K22920","K00963,K12447,K22920",Reviewed by SM.,"{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]', 'K12447': 'UDP-sugar pyrophosphorylase [EC:2.7.7.64]', 'K22920': 'UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]'}","{'K00844': 'hexokinase [EC:2.7.1.1] [RN:R01786]', 'K00845,K12407': 'glucokinase [EC:2.7.1.2] [RN:R01786]', 'K00886': 'polyphosphate glucokinase [EC:2.7.1.63] [RN:R02189]', 'K01835,K15779,K15778': 'phosphoglucomutase [EC:5.4.2.2] [RN:R00959]', 'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]', 'K12447': 'UDP-sugar pyrophosphorylase [EC:2.7.7.64] [RN:R00289]'}","(K00844,K00845,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"
M00854,R00289,https://www.genome.jp/dbget-bin/www_bget?rn:R00289,"K00963,K12447,K22920","K00963,K12447,K22920",Reviewed by SM.,"{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]', 'K12447': 'UDP-sugar pyrophosphorylase [EC:2.7.7.64]', 'K22920': 'UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]'}","{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]', 'K00693,K00750,K16150,K16153': 'glycogen synthase [EC:2.4.1.11] [RN:R00292]', 'K13679,K20812': 'granule-bound starch synthase [EC:2.4.1.242] [RN:R02421]', 'K00975': 'glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] [RN:R00948]', 'K00703': 'starch synthase [EC:2.4.1.21] [RN:R02421]', 'K00700,K16149': '1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [RN:R02110]'}","(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)"
M00854,R00292,https://www.genome.jp/dbget-bin/www_bget?rn:R00292,"K13679,K20812,K16153,K00750,K16150,K00693","K13679,K20812,K16153,K00750,K16150,K00693",Reviewed by SM.,"{'K00693': 'glycogen synthase [EC:2.4.1.11]', 'K00750': 'glycogenin [EC:2.4.1.186]', 'K13679': 'granule-bound starch synthase [EC:2.4.1.242]', 'K16150': 'glycogen synthase [EC:2.4.1.11]', 'K16153': 'glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]', 'K20812': 'glycogen synthase [EC:2.4.1.242]'}","{'K00963': 'UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9] [RN:R00289]', 'K00693,K00750,K16150,K16153': 'glycogen synthase [EC:2.4.1.11] [RN:R00292]', 'K13679,K20812': 'granule-bound starch synthase [EC:2.4.1.242] [RN:R02421]', 'K00975': 'glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] [RN:R00948]', 'K00703': 'starch synthase [EC:2.4.1.21] [RN:R02421]', 'K00700,K16149': '1,4-alpha-glucan branching enzyme [EC:2.4.1.18] [RN:R02110]'}","(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)"
